%
@relation Meier500_Standardized.arff

@attribute feature1 REAL
@attribute feature2 REAL
@attribute feature3 REAL
@attribute feature4 REAL
@attribute feature5 REAL
@attribute feature6 REAL
@attribute feature7 REAL
@attribute feature8 REAL
@attribute feature9 REAL
@attribute feature10 REAL
@attribute feature11 REAL
@attribute feature12 REAL
@attribute feature13 REAL
@attribute feature14 REAL
@attribute feature15 REAL
@attribute feature16 REAL
@attribute feature17 REAL
@attribute feature18 REAL
@attribute feature19 REAL
@attribute feature20 REAL
@attribute feature21 REAL
@attribute feature22 REAL
@attribute feature23 REAL
@attribute feature24 REAL
@attribute feature25 REAL
@attribute feature26 REAL
@attribute feature27 REAL
@attribute class {1,2,3,4,5}

@data
0.021186,0.0040293,0.017185,0.00095755,0.018803,0.00099629,0.00060843,0.00036889,0.0023958,0.00016591,0.00089845,7.4294e-05,0.030906,0.42424,0.1964,0.24987,0.26699,0.70626,0.14811,0.72485,0.83905,0.44829,0.78636,0.96648,0.27625,0.006283,0.0096497,5
0.083285,0.02967,0.04419,0.010932,0.053615,0.013042,0.11016,0.12505,0.034978,0.036058,0.058429,0.10431,0.040455,0.22131,0.71661,0.24361,0.42464,0.47861,0.2929,0.83568,0.80396,0.25315,0.62819,0.77461,0.67353,0.012517,0.037808,3
0.040766,0.0062271,0.033201,0.0016757,0.035955,0.0017209,0.076404,0.058162,0.043284,0.037828,0.047109,0.068536,0.032861,0.38922,0.26054,0.24071,0.28092,0.65641,0.15735,0.7354,0.83303,0.40204,0.76253,0.967,0.27449,0.005918,0.0147,1
0.19462,0.29927,0.29261,0.10038,0.26553,0.11276,0.067333,0.045496,0.042246,0.035726,0.04621,0.061033,0.40869,0.065067,0.64168,0.08612,0.80943,0.071029,0.072853,0.41158,0.34767,0.13077,0.34292,0.67017,0.57572,0.05995,0.21912,2
0.059176,0.098168,0.033435,0.012209,0.04218,0.019563,0.083281,0.12358,0.040409,0.037662,0.060795,0.090565,0.4186,0.075476,0.75497,0.1282,0.84202,0.095496,0.1261,0.45516,0.36298,0.16363,0.30976,0.34832,0.78837,0.015975,0.013248,3
0.030684,0.0054945,0.025251,0.0011171,0.027315,0.001268,0.035123,0.027236,0.022121,0.015927,0.025037,0.031947,0.041053,0.42438,0.15592,0.23863,0.2685,0.69665,0.13468,0.70547,0.81925,0.45006,0.78512,0.96801,0.26723,0.003844,0.016907,1
0.14115,0.17509,0.15595,0.034871,0.15233,0.043474,0.080184,0.12954,0.063089,0.089426,0.059597,0.093982,0.19934,0.087227,0.98876,0.6002,0.65455,0.22639,0.62667,0.68809,0.57427,0.12648,0.44265,0.38369,0.8809,0.017143,0.0051,3
0.020748,0.0047619,0.017536,0.00087775,0.01893,0.00099629,0.0012169,0.00036889,0.0046318,0.00016591,0.0016771,0.00014859,0.031996,0.67365,0.11171,0.42793,0.1444,0.70335,0.19251,0.75857,0.85059,0.65745,0.89208,0.8102,0.63806,0.005766,0.0081847,5
0.029515,0.0054945,0.021394,0.0015161,0.023885,0.0017209,0.088038,0.19195,0.033381,0.025108,0.050433,0.10108,0.016352,0.7053,0.11681,0.3561,0.15298,0.74563,0.20468,0.77459,0.89792,0.72423,0.89796,0.83667,0.603,0.016632,0.0049021,4
0.018118,0.0040293,0.015431,0.00071816,0.016516,0.00081514,0.00099561,0.00036889,0.0043124,0.00016591,0.0015873,0.00011144,0.030585,0.51705,0.16772,0.28976,0.20055,0.73961,0.16887,0.74528,0.8406,0.49963,0.82439,0.97198,0.25385,0.0078431,0.0077272,5
