%
@relation Huotari500_Standardized.arff

@attribute feature1 REAL
@attribute feature2 REAL
@attribute feature3 REAL
@attribute feature4 REAL
@attribute feature5 REAL
@attribute feature6 REAL
@attribute feature7 REAL
@attribute feature8 REAL
@attribute feature9 REAL
@attribute feature10 REAL
@attribute feature11 REAL
@attribute feature12 REAL
@attribute feature13 REAL
@attribute feature14 REAL
@attribute feature15 REAL
@attribute feature16 REAL
@attribute feature17 REAL
@attribute feature18 REAL
@attribute feature19 REAL
@attribute feature20 REAL
@attribute feature21 REAL
@attribute feature22 REAL
@attribute feature23 REAL
@attribute feature24 REAL
@attribute feature25 REAL
@attribute class {1,2,3,4}

@data
0.30897,0.11625,0.1647,0.068742,0.73386,0.62929,0.35404,0.22795,0.59134,0.71697,0.28564,0.16089,0.33808,0.076092,0.68863,0.10402,0.05524,0.45865,0.41797,0.19678,0.50524,0.77241,0.43644,0.020351,0.081377,1
0.30866,0.097527,0.21034,0.10073,0.76355,0.76525,0.43566,0.30243,0.64963,0.79242,0.17916,0.17028,0.51691,0.10916,0.63625,0.24608,0.089563,0.59497,0.53346,0.1914,0.52692,0.61737,0.6258,0.10387,0.079831,1
0.36941,0.12261,0.37685,0.27929,0.50692,0.29639,0.32852,0.20497,0.51102,0.45161,0.036287,0.23983,0.84918,0.43563,0.42263,0.69253,0.38199,0.89309,0.81611,0.18023,0.61558,0.45273,0.85453,0.11259,0.075422,2
0.3913,0.13675,0.37488,0.31172,0.56729,0.39808,0.34441,0.24115,0.50466,0.5251,0.0038319,0.37333,0.90325,0.8722,0.26178,0.84129,0.82204,1,0.94846,0.23706,0.70313,0.41909,0.90311,0.14391,0.004862,2
0.61702,0.27102,0.57701,0.42888,0.49959,0.34895,0.29252,0.15755,0.46214,0.46412,0.070281,0.18312,0.79709,0.25038,0.53842,0.47226,0.2382,0.79326,0.70846,0.16579,0.56079,0.44422,0.81549,0.27034,0.18967,2
0.44126,0.067138,0.24778,0.047557,0.59527,0.27304,0.70374,0.46883,0.63762,0.46311,0.055808,0.56191,0.31019,0.25926,0.26149,0.41318,0.17661,0.74129,0.78646,0.46889,0.8382,0.91241,0.37615,0.12049,0.011436,1
0.23836,0.1258,0.23842,0.21487,0.40393,0.34987,0.26712,0.13893,0.39481,0.40098,0.057324,0.38028,0.64156,0.31653,0.39766,0.37803,0.27196,0.79791,0.77465,0.34694,0.7559,0.61555,0.72688,0.33921,0.28013,2
0.36448,0.15194,0.30279,0.19477,0.48952,0.29528,0.35283,0.21857,0.45525,0.42929,0.019459,0.31505,0.83798,0.49072,0.34172,0.82164,0.47812,0.92994,0.88622,0.22473,0.67966,0.50824,0.83808,0.045826,0.15291,1
0.535,0.46784,0.57471,0.60808,0.62281,0.79378,0.23498,0.17142,0.5172,0.74001,0.16029,0.11124,0.77433,0.14459,0.70397,0.25724,0.13809,0.63375,0.53904,0.12707,0.46131,0.34688,0.79335,0.19807,0.68163,2
0.54363,0.28057,0.43481,0.28794,0.49766,0.38608,0.24004,0.16152,0.43827,0.48266,0.026099,0.25096,0.88327,0.50356,0.41484,0.83219,0.4976,0.92443,0.85224,0.19014,0.62811,0.40697,0.88251,0.036194,0.074036,1
