% 1. Title: Iris Plants Database
% 
@RELATION 'HK2.arff'

@ATTRIBUTE 'feature1' real
@ATTRIBUTE 'feature2' real
@ATTRIBUTE 'feature3' real
@ATTRIBUTE 'feature4' real
@ATTRIBUTE 'feature5' real
@ATTRIBUTE 'feature6' real
@ATTRIBUTE 'feature7' real
@ATTRIBUTE 'feature8' real
@ATTRIBUTE 'feature9' real
@ATTRIBUTE 'feature10' real
@ATTRIBUTE 'feature11' real
@ATTRIBUTE 'feature12' real
@ATTRIBUTE 'feature13' real
@ATTRIBUTE 'feature14' real
@ATTRIBUTE 'feature15' real
@ATTRIBUTE 'feature16' real
@ATTRIBUTE 'feature17' real
@ATTRIBUTE 'feature18' real
@ATTRIBUTE 'feature19' real
@ATTRIBUTE 'feature20' real
@ATTRIBUTE 'feature21' real
@ATTRIBUTE 'feature22' real
@ATTRIBUTE 'feature23' real
@ATTRIBUTE 'feature24' real

@ATTRIBUTE 'feature25' real
%@ATTRIBUTE class {1 2 3 4 5 6 }

@ATTRIBUTE CLASS {WildType,HitMain1,HitMain2,Mitotic,NO_TET,Garbage}
@DATA
0.007342,0.001018,0.006973,0.000988,0.007402,0.001829,0.003660,0.000264,0.005635,0.002323,0.094566,0.954990,0.849734,3.042188,0.702966,5.663992,11.676701,2.330177,2.882735,0.526983,1.019463,-0.343546,0.836215,0.006460,0.001831,WildType
0.013593,0.002790,0.011388,0.003246,0.006636,0.001261,0.003655,0.000248,0.005270,0.001779,0.137950,0.652447,0.890781,3.090892,0.779548,5.180050,10.839602,2.192094,2.562322,0.425718,0.882785,-0.435190,0.874257,0.008202,0.007146,WildType
0.012398,0.003455,0.012250,0.003126,0.007721,0.001991,0.003633,0.000270,0.005537,0.002486,0.110408,0.516258,0.917597,3.218261,0.786893,5.617809,11.699853,2.326067,2.680903,0.321582,0.799341,-0.484556,0.907475,0.012580,0.004751,WildType
0.008939,0.001121,0.009529,0.001275,0.005734,0.000621,0.003776,0.000351,0.004752,0.001128,0.123577,0.785994,0.779063,1.883451,0.727260,9.004482,6.150120,2.181223,2.683050,0.443261,0.945758,-0.287544,0.781739,0.013287,0.015853,WildType
0.006041,0.001029,0.006651,0.001306,0.005481,0.000751,0.003587,0.000497,0.004426,0.001149,0.118981,0.601443,0.899153,1.709891,0.770694,5.483318,7.681642,2.242869,2.445099,0.368717,0.854789,-0.494179,0.902141,0.014455,0.002842,HitMain2
0.007364,0.001372,0.008627,0.001946,0.006239,0.001203,0.003757,0.000331,0.004995,0.001552,0.093233,0.473048,0.896529,2.291122,0.790242,8.515799,8.628932,2.400056,2.756296,0.289489,0.761602,-0.451490,0.894233,0.008963,0.007104,Garbage
0.007386,0.001204,0.008449,0.001730,0.007249,0.001791,0.003670,0.000270,0.005219,0.002166,0.121513,0.626134,0.837232,1.974590,0.760980,7.761041,7.030013,2.220928,2.631579,0.373405,0.866740,-0.357683,0.831479,0.003963,0.014512,WildType
0.007837,0.001313,0.008840,0.001720,0.007187,0.001398,0.003830,0.000340,0.005402,0.001976,0.069234,0.803715,0.853458,2.619615,0.700681,7.514551,10.066507,2.465700,2.991981,0.403257,0.927980,-0.359307,0.857299,0.016991,0.012249,WildType
0.010529,0.001616,0.010901,0.001386,0.007762,0.001555,0.003814,0.000339,0.005996,0.002319,0.106280,0.545605,0.860367,1.927654,0.773596,7.426636,7.210910,2.272067,2.672182,0.326323,0.813662,-0.383775,0.848077,0.018420,0.010838,WildType
0.010798,0.002270,0.011049,0.001807,0.006017,0.000963,0.003568,0.000258,0.004684,0.001420,0.148978,0.399381,0.797698,0.985895,0.810712,8.278019,3.546854,1.946172,2.220996,0.253424,0.701914,-0.358078,0.790518,0.017778,0.009410,WildType
